"glytoucan_ac","glycan_type","glycan_type_source","glycan_type_source_id","glycan_subtype","glycan_subtype_source","glycan_subtype_source_id"
"G50638US","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G02393LQ","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G33593EQ","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G38238ZW","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G24856YP","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G53454TA","N-linked","GlycoMotif","GGM.001001","","",""
"G83200RP","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G83200RP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G28493ST","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G28493ST","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G38290PW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41827IE","N-linked","GlycoMotif","GGM.001001","","",""
"G97033IB","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G50829CY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G50829CY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G19447ZX","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G19447ZX","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G24284HU","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G24284HU","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G64981YW","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G56017FW","N-linked","GlycoMotif","GGM.001001","","",""
"G64950NP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G02967BC","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G02967BC","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G44240FN","N-linked","Subsumption","G09905HJ","Hybrid","Subsumption","G09905HJ"
"G65315WP","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G47880JM","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G71745YR","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G71745YR","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G71745YR","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G70826GP","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G70826GP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G48521JW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G51670CS","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G51670CS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G04048YA","N-linked","GlycoMotif","GGM.001001","","",""
"G27287UI","Glycosphingolipid","Subsumption","G08536AN","Neo-lacto series","Subsumption","G05148UV"
"G27287UI","Glycosphingolipid","Subsumption","G08536AN","Lacto series","Subsumption","G08536AN"
"G30252GL","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G17437BX","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G17437BX","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G39635FS","O-linked","Subsumption","G20061RO","Core 6","Subsumption","G02398MD"
"G39635FS","O-linked","Subsumption","G20061RO","Core 3","Subsumption","G02398MD"
"G39635FS","O-linked","Subsumption","G20061RO","Core 2","Subsumption","G42545LJ"
"G39635FS","O-linked","Subsumption","G20061RO","Core 1","Subsumption","G20061RO"
"G09071DK","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G72153KX","N-linked","GlycoMotif","GGM.001001","","",""
"G98906LL","N-linked","GlycoMotif","GGM.001001","","",""
"G70898AL","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G57818FI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G57818FI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G66278QZ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G66278QZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41315PN","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G85652EW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G08046LM","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G61002BJ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G61002BJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G90743YS","N-linked","Subsumption","G19996OB","Truncated","Subsumption","G19996OB"
"G52138BR","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G38218YC","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G38218YC","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G38218YC","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G24046UO","N-linked","GlycoMotif","GGM.001001","","",""
"G64959IQ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G64959IQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G92688VM","Glycosphingolipid","Subsumption","G07492HB","Neo-lacto series","Subsumption","G07492HB"
"G92688VM","Glycosphingolipid","Subsumption","G07492HB","Lacto series","Subsumption","G07492HB"
"G68873DS","N-linked","Subsumption","G25802HB","Bisected","Subsumption","G25802HB"
"G68873DS","N-linked","Subsumption","G25802HB","Complex","Subsumption","G25802HB"
"G50692JY","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G55578BB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G27469DP","O-linked","GlycoMotif","GGM.001009","Core 6","GlycoMotif","GGM.001015"
"G27469DP","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G84864FK","N-linked","Subsumption","G11898SQ","Core-fucosylated","Subsumption","G06878CS"
"G84864FK","N-linked","Subsumption","G11898SQ","Complex","Subsumption","G11898SQ"
"G64926QS","N-linked","Subsumption","G01220PX","High mannose","Subsumption","G01220PX"
"G24885YJ","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G24885YJ","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G19935MZ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G19935MZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G91115CE","N-linked","Subsumption","G06017WG","Bisected","Subsumption","G06017WG"
"G91115CE","N-linked","Subsumption","G06017WG","Core-fucosylated","Subsumption","G06017WG"
"G91115CE","N-linked","Subsumption","G06017WG","Complex","Subsumption","G06017WG"
"G68043NM","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G68043NM","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G68043NM","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G20403OQ","N-linked","Subsumption","G04179UO","Truncated","Subsumption","G04179UO"
"G42705JU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G42705JU","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G06191GU","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G80393PG","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G80393PG","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G56246PC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G22665UT","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G08646YJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G79035BB","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G79035BB","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G94150XA","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G94150XA","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G40107NH","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G96060LN","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G96060LN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G68415EV","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G91072BD","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G91072BD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G17941LH","N-linked","GlycoMotif","GGM.001001","","",""
"G40994FC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G40994FC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41850YN","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G41850YN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G09305UU","N-linked","Subsumption","G10409DZ","Bisected","Subsumption","G10409DZ"
"G09305UU","N-linked","Subsumption","G10409DZ","Core-fucosylated","Subsumption","G14301PU"
"G09305UU","N-linked","Subsumption","G10409DZ","Complex","Subsumption","G10409DZ"
"G04557PM","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G33418YX","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G70555JJ","O-linked","Subsumption","G61778ST","Core 6","Subsumption","G61778ST"
"G70555JJ","O-linked","Subsumption","G61778ST","Core 3","Subsumption","G61778ST"
"G45686NF","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G45686NF","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G28541PG","N-linked","Subsumption","G07218NO","Bisected","Subsumption","G07218NO"
"G28541PG","N-linked","Subsumption","G07218NO","Hybrid","Subsumption","G00281HB"
"G28541PG","Glycosphingolipid","Subsumption","G09603GS","Mollu series","Subsumption","G09603GS"
"G19929CB","N-linked","Subsumption","G15329MZ","Paucimannose","Subsumption","G15329MZ"
"G87151SE","N-linked","Subsumption","G01414CL","Core-fucosylated","Subsumption","G01414CL"
"G87151SE","N-linked","Subsumption","G01414CL","Complex","Subsumption","G01414CL"
"G39346HW","N-linked","Subsumption","G01260KO","Core-fucosylated","Subsumption","G01260KO"
"G39346HW","N-linked","Subsumption","G01260KO","Complex","Subsumption","G01260KO"
"G45470AP","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G16844XE","N-linked","Subsumption","G01954BU","Bisected","Subsumption","G01954BU"
"G16844XE","N-linked","Subsumption","G01954BU","Core-fucosylated","Subsumption","G01954BU"
"G16844XE","N-linked","Subsumption","G01954BU","Complex","Subsumption","G01954BU"
"G34795YW","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G29539MT","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G29539MT","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G29539MT","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G53667CH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G53667CH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G32386AG","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G32386AG","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G12064HQ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G12064HQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G91563MR","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G43932TS","N-linked","Subsumption","G14358WN","Core-fucosylated","Subsumption","G14358WN"
"G51510RE","N-linked","Subsumption","G05837QA","Bisected","Subsumption","G05837QA"
"G51510RE","N-linked","Subsumption","G05837QA","Core-fucosylated","Subsumption","G05837QA"
"G51510RE","N-linked","Subsumption","G05837QA","Complex","Subsumption","G05837QA"
"G26971OH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G26971OH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G39662GV","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G12604MY","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G34753FI","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G34753FI","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G34753FI","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G39377JQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G96932XT","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G96932XT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41866GK","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G28511JX","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G28511JX","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G89012BV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G89012BV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41405QQ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G41405QQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G13831FZ","O-linked","GlycoMotif","GGM.001010","Core 6","GlycoMotif","GGM.001016"
"G13831FZ","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G42401YF","Glycosphingolipid","Subsumption","G59213AG","Isoglobo series","Subsumption","G77893MJ"
"G42401YF","Glycosphingolipid","Subsumption","G59213AG","Globo series","Subsumption","G59213AG"
"G22204JI","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G22204JI","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G01954BU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G01954BU","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G01954BU","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G93481IU","Glycosphingolipid","Subsumption","G29418MQ","Isoglobo series","Subsumption","G17100OM"
"G93481IU","Glycosphingolipid","Subsumption","G29418MQ","Globo series","Subsumption","G17100OM"
"G93481IU","Glycosphingolipid","Subsumption","G29418MQ","Ganglio series","Subsumption","G29418MQ"
"G74264KM","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G74264KM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G09057YJ","N-linked","GlycoMotif","GGM.001001","","",""
"G90740AN","N-linked","Subsumption","G07292LK","Core-fucosylated","Subsumption","G07292LK"
"G90740AN","N-linked","Subsumption","G07292LK","Complex","Subsumption","G07292LK"
"G24103KC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G17673XH","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G41063JS","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G41063JS","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G65518IK","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G09969JI","Glycosphingolipid","Subsumption","G11485ID","Neo-lacto series","Subsumption","G71849WE"
"G09969JI","Glycosphingolipid","Subsumption","G11485ID","Lacto series","Subsumption","G71849WE"
"G09969JI","Glycosphingolipid","Subsumption","G11485ID","Ganglio series","Subsumption","G11485ID"
"G17540MV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G17540MV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G42258ZN","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G42258ZN","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G42258ZN","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G37187AB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G61086WG","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G80879EI","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G96709CX","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G23761KD","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G14533ZS","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G14646AF","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G22067PR","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G26442UP","N-linked","Subsumption","G14554IP","Core-fucosylated","Subsumption","G14554IP"
"G26442UP","N-linked","Subsumption","G14554IP","Complex","Subsumption","G14554IP"
"G20076CD","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G20076CD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G17331WA","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G48373GX","N-linked","Subsumption","G49201II","Bisected","Subsumption","G49201II"
"G48373GX","N-linked","Subsumption","G49201II","Core-fucosylated","Subsumption","G02913ED"
"G48373GX","N-linked","Subsumption","G49201II","Complex","Subsumption","G02913ED"
"G46088TL","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G92975MH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G92975MH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G23368XB","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G86170TS","Glycosphingolipid","Subsumption","G00061MO","Isoglobo series","Subsumption","G19926LY"
"G86170TS","Glycosphingolipid","Subsumption","G00061MO","Globo series","Subsumption","G00061MO"
"G10795VR","O-linked","Subsumption","G53510YN","Core 6","Subsumption","G53510YN"
"G10795VR","O-linked","Subsumption","G53510YN","Core 3","Subsumption","G53510YN"
"G94192DA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G42562GD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G90987JA","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G90987JA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G13039ZI","N-linked","Subsumption","G00842OY","Bisected","Subsumption","G00842OY"
"G13039ZI","N-linked","Subsumption","G00842OY","Core-fucosylated","Subsumption","G00650AC"
"G13039ZI","N-linked","Subsumption","G00842OY","Complex","Subsumption","G00650AC"
"G13039ZI","N-linked","Subsumption","G00842OY","Hybrid","Subsumption","G00842OY"
"G41777RQ","O-linked","Subsumption","G24859RN","Core 6","Subsumption","G28745PN"
